fecha,anio,mes,periodo,sistema_abastecimiento,nivel_almacenamiento_pct,afluencias_m3s,precipitacion_mm,temperatura_c,consumo_m3s,irca,clasificacion_riesgo,municipio,departamento,latitud,longitud,cobertura_acueducto_pct,nivel_servicio,tipo_region,decision_racionamiento
2022-10-07,2022,10,2022-T4,Tibitoc,61.5,15.79,,17.1,15.9,10.08,Bajo riesgo (5-14),Madrid,Cundinamarca,4.723,-74.2629,97.2,Continuo,Regional,Sin restriccion
2024-11-12,2024,11,2024-T4,Tibitoc,40.3,2.43,1.9,13.6,16.43,10.04,Bajo riesgo (5-14),Chia,Cundinamarca,4.8455,-74.0635,91.8,Sin servicio,Regional,Racionamiento cada 18 dias
2025-02-01,2025,2,2025-T1,Chingaza,53.8,16.53,0.4,11.9,17.85,8.5,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9144,-74.018,94.0,Intermitente,Regional,Campana de ahorro
2019-12-02,2019,12,2019-T4,N/A,43.2,20.97,3.3,17.4,9.44,12.02,Bajo riesgo (5-14),Cali,Valle del Cauca,3.4596,-76.5698,63.0,Intermitente,Nacional,Sin restriccion
2022-09-07,2022,9,2022-T3,Sur,67.2,20.99,2.1,16.2,16.19,3.4,Sin riesgo (0-5),Chia,Cundinamarca,4.8495,-74.048,100,Continuo,Regional,Sin restriccion
2025-07-27,2025,7,2025-T3,Chingaza,69.6,18.2,0.6,15.2,16.59,2.04,Sin riesgo (0-5),Funza,Cundinamarca,4.7115,-74.2099,96.8,Intermitente,Regional,Suspension temporal del racionamiento
2024-06-30,2024,6,2024-T2,N/A,56.7,20.48,6.2,15.1,8.24,21.83,Riesgo medio (14-28),Monteria,Cordoba,8.7272,-75.873,68.3,Intermitente,Nacional,Sin restriccion
2020-03-25,2020,3,2020-T1,Tibitoc,63.4,15.16,2.7,8.8,17.94,4.79,Sin riesgo (0-5),Funza,Cundinamarca,4.7151,-74.2098,95.7,Continuo,Regional,Sin restriccion
2020-02-01,2020,2,2020-T1,N/A,23.0,11.05,3.8,23.7,14.95,28.4,Alto riesgo (28-40),Monteria,Cordoba,8.7742,-75.8818,90.9,Intermitente,Nacional,Sin restriccion
2020-04-10,2020,4,2020-T2,Sur,71.0,21.5,6.9,13.4,20.14,13.57,Bajo riesgo (5-14),Soacha,Cundinamarca,4.605,-74.2044,95.3,Continuo,Regional,Sin restriccion
2023-08-05,2023,8,2023-T3,Chingaza,57.7,18.55,0.2,16.2,18.04,10.9,Bajo riesgo (5-14),Funza,Cundinamarca,4.7252,-74.2155,95.2,Continuo,Regional,Sin restriccion
2019-08-02,2019,8,2019-T3,Tibitoc,78.8,13.71,1.2,14.2,17.27,3.53,Sin riesgo (0-5),Funza,Cundinamarca,4.725,-74.2171,97.4,Continuo,Regional,Sin restriccion
2024-04-06,2024,4,2024-T2,N/A,61.1,18.18,5.2,27.5,13.32,19.66,Riesgo medio (14-28),Pereira,Risaralda,4.8289,-75.7074,83.8,Continuo,Nacional,Sin restriccion
2024-01-28,2024,1,2024-T1,N/A,31.8,16.36,6.3,18.6,7.53,53.46,Inviabile sanitariamente (>40),Villavicencio,Meta,4.1322,-73.6102,75.5,Continuo,Nacional,Sin restriccion
2025-03-13,2025,3,2025-T1,N/A,78.3,17.27,0.1,20.0,6.74,16.59,Riesgo medio (14-28),Pereira,Risaralda,4.8571,-75.7319,63.2,Intermitente,Nacional,Sin restriccion
2019-03-10,2019,3,2019-T1,Tibitoc,62.4,18.11,2.3,11.6,17.77,7.07,Bajo riesgo (5-14),Funza,Cundinamarca,4.7171,-74.2115,99.8,Continuo,Regional,Sin restriccion
2022-09-30,2022,9,2022-T3,Chingaza,68.7,18.06,2.1,17.1,16.51,6.54,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7455,-73.9497,100,Continuo,Regional,Sin restriccion
2019-12-17,2019,12,2019-T4,Tibitoc,50.1,9.43,1.6,13.1,16.6,14.21,Riesgo medio (14-28),Madrid,Cundinamarca,4.7317,-74.249,100,Continuo,Regional,Sin restriccion
2024-08-15,2024,8,2024-T3,N/A,29.3,7.35,,18.9,9.98,49.26,Inviabile sanitariamente (>40),Pereira,Risaralda,4.8582,-75.7095,81.4,Continuo,Nacional,Sin restriccion
2023-06-27,2023,6,2023-T2,Sur,59.8,21.09,0.5,14.5,17.37,5.28,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7598,-73.9155,93.4,Continuo,Regional,Sin restriccion
2020-05-07,2020,5,2020-T2,N/A,94.6,12.19,3.3,22.8,5.65,52.15,Inviabile sanitariamente (>40),Armenia,Quindio,4.5172,-75.6869,77.3,Intermitente,Nacional,Sin restriccion
2022-10-30,2022,10,2022-T4,Tibitoc,70.5,21.13,3.1,16.3,16.21,8.06,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5886,-74.2269,96.0,Continuo,Regional,Sin restriccion
2024-09-20,2024,9,2024-T3,N/A,46.5,26.97,0.4,23.7,7.52,33.05,Alto riesgo (28-40),Cartagena,Bolivar,10.3942,-75.5225,65.9,Continuo,Nacional,Sin restriccion
2022-08-09,2022,8,2022-T3,Chingaza,73.2,11.6,3.3,15.6,17.37,9.95,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5753,-74.215,94.0,Continuo,Regional,Sin restriccion
2019-07-28,2019,7,2019-T3,N/A,54.5,4.35,5.5,18.1,7.53,4.03,Sin riesgo (0-5), Armenia,Quindio,4.5227,-75.6966,59.8,Intermitente,Nacional,Sin restriccion
2019-09-18,2019,9,2019-T3,Chingaza,72.7,8.57,4.6,17.0,17.25,0,Sin riesgo (0-5),Sopo,Cundinamarca,4.7807,-73.9325,89.1,Continuo,Regional,Sin restriccion
2021-01-09,2021,1,2021-T1,N/A,22.4,17.66,6.4,21.0,5.82,15.44,Riesgo medio (14-28),Villavicencio,Meta,4.1507,-73.6373,57.8,Intermitente,Nacional,Sin restriccion
2020-08-01,2020,8,2020-T3,Tibitoc,77.2,17.86,2.2,17.2,18.26,4.89,Sin riesgo (0-5),Funza,Cundinamarca,4.7208,-74.2388,90.9,Continuo,Regional,Sin restriccion
2022-12-16,2022,12,2022-T4,Tibitoc,63.2,17.16,1.4,14.2,15.59,9.74,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5707,-74.2126,93.0,Continuo,Regional,Sin restriccion
2025-07-28,2025,7,2025-T3,Chingaza,67.2,17.34,1.3,15.3,15.94,12.86,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9446,-73.9151,100,Intermitente,Regional,Suspension temporal del racionamiento
2025-11-09,2025,11,2025-T4,Tibitoc,53.0,6.16,2.7,14.0,14.88,4.18,Sin riesgo (0-5),Funza,Cundinamarca,4.71,-74.212,94.5,Racionado,Regional,Suspension temporal del racionamiento
2019-01-09,2019,1,2019-T1,N/A,50.6,17.65,5.7,19.1,7.46,21.58,Riesgo medio (14-28),Ibague,Tolima,4.4458,-75.2168,69.1,Intermitente,Nacional,Sin restriccion
2020-02-22,2020,2,2020-T1,Chingaza,63.8,21.31,2.6,10.0,18.41,0,Sin riesgo (0-5),Sopo,Cundinamarca,4.7656,-73.9332,95.3,Continuo,Regional,Sin restriccion
2019-06-03,2019,6,2019-T2,Chingaza,67.4,19.51,1.6,15.0,18.54,3.42,Sin riesgo (0-5),Funza,Cundinamarca,4.725,-74.2014,93.1,Continuo,Regional,Sin restriccion
2022-09-22,2022,9,2022-T3,Tibitoc,77.3,9.27,2.1,16.7,14.93,7.33,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7478,-73.9449,92.5,Continuo,Regional,Sin restriccion
2019-06-06,2019,6,2019-T2,Sur,71.7,24.24,1.6,14.5,17.39,8.93,Bajo riesgo (5-14),Funza,Cundinamarca,4.7163,-74.2208,93.1,Continuo,Regional,Sin restriccion
2024-06-26,2024,6,2024-T2,N/A,87.0,6.28,0.6,32.3,6.73,29.2,Alto riesgo (28-40),Pereira,Risaralda,4.8064,-75.7166,96.8,Continuo,Nacional,Sin restriccion
2025-11-24,2025,11,2025-T4,N/A,65.0,4.35,7.2,24.5,4.46,22.02,Riesgo medio (14-28),Cali,Valle del Cauca,3.4735,-76.5388,88.0,Intermitente,Nacional,Sin restriccion
2021-02-04,2021,2,2021-T1,Sur,70.4,24.37,1.1,12.4,17.96,17.34,Riesgo medio (14-28),Bogota D.C.,Bogota D.C.,4.614,-74.0844,95.1,Continuo,Regional,Sin restriccion
2022-01-08,2022,1,2022-T1,Sur,65.0,20.41,6.0,11.8,16.6,8.37,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.6939,-74.2493,94.6,Continuo,Regional,Sin restriccion
2020-06-30,2020,6,2020,N/A,,,,,,,,China,,,,74.2,,Global,
2019-05-21,2019,5,2019-T2,Chingaza,72.8,5.13,3.5,10.7,18.96,6.55,Bajo riesgo (5-14),Soacha,Cundinamarca,4.6043,-74.1989,89.5,Continuo,Regional,Sin restriccion
2019-01-06,2019,1,2019-T1,Chingaza,54.2,9.94,6.3,13.3,16.58,5.62,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9623,-73.9091,91.2,Continuo,Regional,Sin restriccion
2022-07-27,2022,7,2022-T3,N/A,37.5,10.74,5.7,22.0,13.5,26.33,Riesgo medio (14-28),Medellin,Antioquia,6.2419,-75.5404,100,Continuo,Nacional,Sin restriccion
2020-03-01,2020,3,2020-T1,Tibitoc,72.0,7.67,6.1,11.3,20.34,7.2,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5777,-74.2365,99.9,Continuo,Regional,Sin restriccion
2024-05-10,2024,5,2024-T2,N/A,87.5,23.85,4.8,22.4,7.94,13.12,Bajo riesgo (5-14),Santa Marta,Magdalena,11.2536,-74.1975,72.9,Intermitente,Nacional,Sin restriccion
02-16-2019,2019,2,2019-T1,Chingaza,64.0,9.44,0.9,10.3,19.35,6.15,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7223,-74.259,91.3,Continuo,Regional,Sin restriccion
2024-12-12,2024,12,2024-T4,N/A,81.3,12.49,1.5,24.7,13.94,6.29,Bajo riesgo (5-14),Cucuta,Norte de Santander,7.9072,-72.5101,64.4,Continuo,Nacional,Sin restriccion
2019-01-15,2019,1,2019-T1,Sur,51.5,17.21,1.0,11.1,18.29,,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7361,-74.2636,93.0,Continuo,Regional,Sin restriccion
2024-11-12,2024,11,2024-T4,N/A,51.6,23.32,2.8,18.0,7.94,48.31,Inviabile sanitariamente (>40),Santa Marta,Magdalena,11.256,-74.1983,62.0,Intermitente,Nacional,Sin restriccion
2024-10-16,2024,10,2024-T4,Sur,35.1,10.22,4.4,16.1,13.62,13.36,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9617,-73.9179,98.9,Intermitente,Regional,Racionamiento cada 18 dias
2024-03-20,2024,3,2024-T1,Chingaza,37.8,16.19,0.9,12.3,18.19,10.96,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5885,-74.2009,90.7,Continuo,Regional,Sin restriccion
2024-08-08,2024,8,2024-T3,Chingaza,40.5,15.13,1.3,17.1,15.45,7.63,Bajo riesgo (5-14),Funza,Cundinamarca,4.7102,-74.2149,94.6,Continuo,Regional,Racionamiento cada 9 dias
2022-11-26,2022,11,2022-T4,Tibitoc,57.9,12.65,3.8,15.1,15.67,9.82,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.611,-74.0766,93.7,Continuo,Regional,Sin restriccion
2022-06-10,2022,6,2022-T2,Sur,80.9,13.74,2.8,11.5,18.05,5.33,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7409,-74.2677,95.1,Continuo,Regional,Sin restriccion
2019-04-19,2019,4,2019-T2,N/A,62.1,23.89,5.4,24.9,9.02,30.48,Alto riesgo (28-40),Sincelejo,Sucre,9.3185,-75.4152,62.2,Continuo,Nacional,Sin restriccion
2020-01-07,2020,1,2020-T1,N/A,73.0,3.61,4.8,27.6,10.79,9.92,Bajo riesgo (5-14),Cali,Valle del Cauca,3.4397,-76.5193,65.5,Continuo,Nacional,Sin restriccion
2024-01-29,2024,1,2024-T1,Tibitoc,39.7,21.56,0,13.9,16.37,10.18,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9744,-73.912,92.9,Continuo,Regional,Sin restriccion
2020-07-23,2020,7,2020-T3,Chingaza,70.2,11.95,1.2,14.5,17.96,2.22,Sin riesgo (0-5),Chia,Cundinamarca,4.8543,-74.0577,98.9,Continuo,Regional,Sin restriccion
2025-06-04,2025,6,2025-T2,N/A,65.2,14.81,11.2,18.6,13.11,6.36,Bajo riesgo (5-14),Pasto,Narino,1.168,-77.2787,81.0,Continuo,Nacional,Sin restriccion
2021-08-09,2021,8,2021-T3,Chingaza,66.1,10.41,1.4,15.8,18.0,5.27,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6258,-74.0792,93.2,Continuo,Regional,Sin restriccion
2024-02-03,2024,2,2024-T1,Tibitoc,42.2,20.5,1.9,12.0,17.57,10.4,Bajo riesgo (5-14),Chia,Cundinamarca,4.8512,-74.0502,94.5,Continuo,Regional,Sin restriccion
2020-09-10,2020,9,2020-T3,Sur,75.6,24.84,2.1,17.7,16.5,-3.48,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6115,-74.0789,94.6,Continuo,Regional,Sin restriccion
2022-08-14,2022,8,2022-T3,Tibitoc,74.4,17.25,1.4,17.0,17.62,0.35,Sin riesgo (0-5),Funza,Cundinamarca,4.7238,-74.2153,88.8,Continuo,Regional,Sin restriccion
2020-11-20,2020,11,2020-T4,N/A,85.5,21.57,0,15.0,10.72,8.92,Bajo riesgo (5-14),Cartagena,Bolivar,10.3952,-75.5139,90.4,Continuo,Nacional,Sin restriccion
2021-07-24,2021,7,2021-T3,N/A,26.6,27.2,0,24.8,7.05,26.36,Riesgo medio (14-28),Cali,Valle del Cauca,3.4691,-76.5545,97.4,Intermitente,Nacional,Sin restriccion
2020-11-28,2020,11,2020-T4,Tibitoc,64.2,15.36,4.0,16.8,16.51,7.97,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6065,-74.0824,95.0,Continuo,Regional,Sin restriccion
2022-02-03,2022,2,2022-T1,N/A,41.1,18.79,10.2,19.6,6.05,21.69,Riesgo medio (14-28),Neiva,Huila,2.9339,-75.2737,93.5,Continuo,Nacional,Sin restriccion
02-01-2023,2023,2,2023-T1,N/A,106.4,3.78,0,16.0,10.4,40.68,Inviabile sanitariamente (>40),Santa Marta,Magdalena,11.2384,-74.1716,95.3,Continuo,Nacional,Sin restriccion
2022-12-09,2022,12,2022-T4,Chingaza,47.6,14.18,3.3,13.2,13.9,6.18,Bajo riesgo (5-14),Chia,Cundinamarca,4.8521,-74.0696,99.4,Continuo,Regional,Sin restriccion
2022-11-17,2022,11,2022-T4,Tibitoc,60.8,7.39,3.7,15.7,14.85,4.11,Sin riesgo (0-5),Sopo,Cundinamarca,4.7469,-73.9409,92.0,Continuo,Regional,Sin restriccion
2024-03-11,2024,3,2024-T1,N/A,30.5,15.59,6.8,28.0,11.52,36.69,Alto riesgo (28-40),Popayan,Cauca,2.4182,-76.6128,60.4,Continuo,Nacional,Sin restriccion
2024-06-16,2024,6,2024-T2,N/A,62.4,6.18,1.8,22.5,3.36,7.76,Bajo riesgo (5-14),Tunja,Boyaca,5.5052,-73.3624,67.9,Continuo,Nacional,Sin restriccion
2022-05-07,2022,5,2022-T2,N/A,34.5,29.57,4.0,24.3,3.35,8.81,Bajo riesgo (5-14), Valledupar,Cesar,10.4474,-73.2621,78.3,Continuo,Nacional,Sin restriccion
2021-01-15,2021,1,2021-T1,N/A,94.4,13.08,3.5,22.8,13.53,27.65,Riesgo medio (14-28),Medellin,Antioquia,6.2276,-75.5449,81.7,Intermitente,Nacional,Sin restriccion
2025-12-04,2025,12,2025-T4,Chingaza,58.4,18.73,1.4,13.1,15.94,4.32,Sin riesgo (0-5),Cajica,Cundinamarca,4.8957,-74.0145,100,Continuo,Regional,Suspension temporal del racionamiento
2023-02-27,2023,2,2023-T1,Tibitoc,46.0,19.22,1.9,9.8,17.86,13.54,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9125,-74.0347,95.0,Continuo,Regional,Sin restriccion
2020-11-02,2020,11,2020-T4,Tibitoc,59.5,13.23,3.5,14.9,16.77,4.49,Sin riesgo (0-5),Soacha,Cundinamarca,4.6006,-74.2122,88.8,Continuo,Regional,Sin restriccion
2020-07-11,2020,7,2020-T3,Tibitoc,74.3,11.62,3.4,15.3,17.48,5.35,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5994,-74.2223,99.0,Continuo,Regional,Sin restriccion
2023-07-12,2023,7,2023-T3,Chingaza,53.1,12.11,1.6,15.4,17.52,7.44,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.721,-74.242,97.1,Continuo,Regional,Sin restriccion
2024-10-04,2024,10,2024-T4,Chingaza,35.9,17.85,4.0,16.6,15.13,3.24,Sin riesgo (0-5),Soacha,Cundinamarca,4.5739,-74.2029,97.5,Intermitente,Regional,Racionamiento cada 18 dias
2024-10-25,2024,10,2024-T4,Sur,35.8,9.77,1.6,14.6,15.26,8.61,Bajo riesgo (5-14),Funza,Cundinamarca,4.7116,-74.2008,95.7,Continuo,Regional,Racionamiento cada 18 dias
2019-01-03,2019,1,2019-T1,Sur,57.3,8.68,0.9,11.5,17.85,12.77,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7512,-73.943,96.3,Continuo,Regional,Sin restriccion
2024-06-29,2024,6,2024-T2,N/A,53.9,28.51,5.1,25.5,10.31,6.33,Bajo riesgo (5-14),Tunja,Boyaca,5.496,-73.3182,68.8,Intermitente,Nacional,Sin restriccion
2020-08-30,2020,8,2020-T3,Chingaza,82.6,21.8,1.4,16.8,17.17,9.91,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9566,-73.8976,96.7,Continuo,Regional,Sin restriccion
2022-08-18,2022,8,2022-T3,Chingaza,75.6,14.54,1.4,,17.09,0,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9535,-73.8721,94.8,Continuo,Regional,Sin restriccion
2023-02-02,2023,2,2023-T1,Tibitoc,41.5,20.5,3.8,12.7,13.84,6.26,Bajo riesgo (5-14),Cajica,Cundinamarca,4.923,-74.0182,89.5,Continuo,Regional,Sin restriccion
2020-06-02,2020,6,2020-T2,Chingaza,73.4,6.51,1.9,14.0,17.95,5.12,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9588,-73.9054,95.1,Continuo,Regional,Sin restriccion
2021-10-08,2021,10,2021-T4,Tibitoc,70.2,8.4,3.1,17.1,16.04,14.76,Riesgo medio (14-28),Funza,Cundinamarca,4.7341,-74.2098,94.2,Continuo,Regional,Sin restriccion
2023-11-29,2023,11,2023-T4,Chingaza,34.6,20.51,7.1,16.5,14.67,5.93,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9015,-74.0212,98.1,Continuo,Regional,Sin restriccion
2023-01-17,2023,1,2023-T1,N/A,38.0,12.43,,20.5,3.05,13.54,Bajo riesgo (5-14),Santa Marta,Magdalena,11.2043,-74.2324,72.5,Continuo,Nacional,Sin restriccion
2024-12-05,2024,12,2024-T4,N/A,84.6,24.56,1.9,19.6,11.68,1.86,Sin riesgo (0-5),Monteria,Cordoba,8.7191,-75.891,79.5,Intermitente,Nacional,Sin restriccion
2021-01-06,2021,1,2021-T1,N/A,20.1,17.41,0,17.9,8.45,14.97,Riesgo medio (14-28),Sincelejo,Sucre,9.2582,-75.3802,80.3,Intermitente,Nacional,Sin restriccion
2019-09-05,2019,9,2019-T3,Tibitoc,73.6,10.14,4.0,14.1,16.66,3.41,Sin riesgo (0-5),Chia,Cundinamarca,4.865,-74.0489,93.4,Continuo,Regional,Sin restriccion
2022-11-30,2022,11,2022-T4,Chingaza,58.7,23.95,3.4,14.2,16.64,0.17,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6202,-74.0947,95.6,Continuo,Regional,Sin restriccion
2025-11-13,2025,11,2025-T4,N/A,85.2,20.9,5.7,17.8,10.76,18.74,Riesgo medio (14-28),Medellin,Antioquia,6.2416,-75.5416,88.9,Continuo,Nacional,Sin restriccion
2023-04-03,2023,4,2023-T2,Tibitoc,51.4,9.76,2.3,14.1,19.19,8.45,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7341,-74.2569,93.8,Continuo,Regional,Sin restriccion
2019-05-11,2019,5,2019-T2,N/A,74.1,11.47,0.5,16.8,13.7,19.69,Riesgo medio (14-28),Pereira,Risaralda,4.8444,-75.7048,73.7,Intermitente,Nacional,Sin restriccion
2021-12-02,2021,12,2021-T4,N/A,32.3,11.64,,21.4,13.91,34.85,Alto riesgo (28-40),Cartagena,Bolivar,10.4114,-75.5408,81.6,Intermitente,Nacional,Sin restriccion
2020-08-04,2020,8,2020-T3,Sur,71.8,13.39,1.8,17.2,14.99,7.16,Bajo riesgo (5-14),Chia,Cundinamarca,4.847,-74.049,95.9,Continuo,Regional,Sin restriccion
2025-07-02,2025,7,2025-T3,N/A,79.1,11.29,3.2,24.1,4.53,31.87,Alto riesgo (28-40),Pereira,Risaralda,4.8361,-75.6947,91.4,Intermitente,Nacional,Sin restriccion
2023-01-07,2023,1,2023-T1,Tibitoc,45.6,13.47,1.1,12.8,14.27,2.94,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6149,-74.0845,91.4,Continuo,Regional,Sin restriccion
2023-09-04,2023,9,2023-T3,Chingaza,45.3,13.24,0.9,17.3,15.36,7.01,Bajo riesgo (5-14),Funza,Cundinamarca,4.7311,-74.208,97.6,Continuo,Regional,Sin restriccion
2024-10-02,2024,10,2024-T4,N/A,38.9,29.8,0,22.4,12.23,15.14,Riesgo medio (14-28),Sincelejo,Sucre,9.2917,-75.3837,96.3,Intermitente,Nacional,Sin restriccion
2020-11-21,2020,11,2020-T4,Sur,57.5,12.41,5.2,13.5,15.5,11.22,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7274,-74.2658,93.2,Continuo,Regional,Sin restriccion
04/02/2024,2024,2,2024-T1,Sur,42.9,3.52,0,12.2,16.81,4.74,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6183,-74.076,98.1,Continuo,Regional,Sin restriccion
2023-06-11,2023,6,2023-T2,Sur,56.4,22.45,1.7,13.8,17.54,10.39,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6189,-74.0839,89.9,Continuo,Regional,Sin restriccion
2024-08-16,2024,8,2024-T3,N/A,68.8,25.34,2.5,21.1,11.15,25.48,Riesgo medio (14-28),Valledupar,Cesar,10.4808,-73.2304,65.7,Intermitente,Nacional,Sin restriccion
2023-04-06,2023,4,2023-T2,Tibitoc,50.7,3.03,,13.3,18.91,9.89,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7625,-73.938,89.8,Continuo,Regional,Sin restriccion
2022-11-14,2022,11,2022-T4,N/A,93.5,25.18,3.5,33.6,5.15,31.17,Alto riesgo (28-40),Neiva,Huila,2.919,-75.2302,81.0,Intermitente,Nacional,Sin restriccion
2022-03-31,2022,3,2022-T1,Chingaza,66.5,25.13,3.3,12.0,18.22,6.8,Bajo riesgo (5-14),Sopo,Cundinamarca,4.755,-73.9222,89.4,Continuo,Regional,Sin restriccion
2025-05-20,2025,5,2025-T2,Sur,65.9,21.87,2.7,13.4,17.71,12.5,Bajo riesgo (5-14),Funza,Cundinamarca,4.7206,-74.2161,94.2,Continuo,Regional,Suspension temporal del racionamiento
2022-08-20,2022,8,2022-T3,N/A,52.5,29.28,5.5,19.9,11.57,31.9,Alto riesgo (28-40),Bello,Antioquia,6.3391,-75.5558,57.6,Continuo,Nacional,Sin restriccion
2021-04-10,2021,4,2021-T2,N/A,56.0,27.91,0,25.8,8.53,10.05,Bajo riesgo (5-14),Cartagena,Bolivar,10.4198,-75.5049,90.1,Intermitente,Nacional,Sin restriccion
2022-11-16,2022,11,2022-T4,N/A,24.2,25.8,0,18.2,11.2,24.24,Riesgo medio (14-28),Barranquilla,Atlantico,10.9593,-74.7772,81.4,Continuo,Nacional,Sin restriccion
2023-11-26,2023,11,2023-T4,N/A,90.3,3.25,1.2,21.8,12.27,43.09,Inviabile sanitariamente (>40),Pereira,Risaralda,4.8193,-75.6997,68.5,Continuo,Nacional,Sin restriccion
2022-01-10,2022,1,2022-T1,Chingaza,67.5,20.41,1.1,10.8,17.4,1.49,Sin riesgo (0-5),Funza,Cundinamarca,4.709,-74.2253,93.9,Continuo,Regional,Sin restriccion
2021-10-25,2021,10,2021-T4,Sur,70.4,20.58,5.1,17.0,15.95,3.96,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6244,-74.079,92.7,Continuo,Regional,Sin restriccion
2020-12-28,2020,12,2020-T4,N/A,88.1,19.56,5.6,27.7,9.44,30.98,Alto riesgo (28-40),Santa Marta,Magdalena,11.2616,-74.2124,100,Intermitente,Nacional,Sin restriccion
2019-11-09,2019,11,2019-T4,Chingaza,64.5,21.94,3.2,14.6,14.74,7.84,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5945,-74.1986,94.7,Continuo,Regional,Sin restriccion
2022-04-25,2022,4,2022-T2,Chingaza,71.2,15.07,3.5,11.9,18.24,0.15,Sin riesgo (0-5),Soacha,Cundinamarca,4.581,-74.2136,96.5,Continuo,Regional,Sin restriccion
2025-08-11,2025,8,2025-T3,N/A,82.5,27.28,0.4,13.3,9.74,32.9,Alto riesgo (28-40),Bello,Antioquia,6.3579,-75.5654,73.0,Continuo,Nacional,Sin restriccion
2020-10-23,2020,10,2020-T4,N/A,64.6,20.37,5.4,21.3,10.61,0,Sin riesgo (0-5),Bello,Antioquia,6.366,-75.554,87.5,Continuo,Nacional,Sin restriccion
2025-10-15,2025,10,2025-T4,N/A,88.4,13.05,2.2,19.0,8.35,46.2,Inviabile sanitariamente (>40),Cartagena,Bolivar,10.3973,-75.5211,74.9,Intermitente,Nacional,Sin restriccion
2023-03-05,2023,3,2023-T1,Sur,41.8,20.82,5.2,8.6,17.8,4.47,Sin riesgo (0-5),Sopo,Cundinamarca,4.7667,-73.9337,98.3,Continuo,Regional,Sin restriccion
2020-12-12,2020,12,2020-T4,N/A,35.4,23.58,5.5,27.9,11.2,8.74,Bajo riesgo (5-14),Monteria,Cordoba,8.8038,-75.8575,58.9,Intermitente,Nacional,Sin restriccion
2025-08-03,2025,8,2025-T3,Tibitoc,68.2,21.08,2.9,16.1,17.08,-1.01,Sin riesgo (0-5),Chia,Cundinamarca,4.8386,-74.0504,100,Sin servicio,Regional,Suspension temporal del racionamiento
2023-01-11,2023,1,2023-T1,N/A,53.2,4.34,1.8,25.7,8.37,13.21,Bajo riesgo (5-14),Monteria,Cordoba,8.7659,-75.8733,80.9,Continuo,Nacional,Sin restriccion
2019-12-06,2019,12,2019-T4,N/A,51.7,12.14,0.2,17.7,13.34,11.48,Bajo riesgo (5-14),Manizales,Caldas,5.0747,-75.507,74.7,Intermitente,Nacional,Sin restriccion
2021-06-01,2021,6,2021-T2,N/A,37.2,7.85,6.5,23.7,3.46,36.13,Alto riesgo (28-40),Bello,Antioquia,6.3485,-75.5873,92.0,Intermitente,Nacional,Sin restriccion
2025-04-18,2025,4,2025-T2,Tibitoc,58.5,8.91,5.6,12.0,18.12,5.34,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7408,-74.2585,100,Racionado,Regional,Suspension temporal del racionamiento
2021-01-27,2021,1,2021-T1,Tibitoc,60.5,7.21,1.1,8.9,17.49,18.01,Riesgo medio (14-28),Bogota D.C.,Bogota D.C.,4.6209,-74.0733,93.1,Continuo,Regional,Sin restriccion
